"name","wkt"
"ブルーボトルコーヒー","POINT (135.761185 35.007467)"
"Soispace","POINT (139.6287739 35.4587692)"
"Table caffe＆dining","POINT (140.126136 36.064041)"
"HillBilly Coffee Company","POINT (137.5656622 35.5251392)"
"ラダース","POINT (141.372556 43.030803)"
"Starbucks","POINT (140.87686 38.26162)"
"松の葉","POINT (136.966588 37.04453)"
"STREAMER COFFEE COMPANY 心斎橋店","POINT (135.4980057 34.6736027)"
"コメダ珈琲店千葉旭店","POINT (140.6536706 35.7249436)"
"高倉町珈琲 あきる野店","POINT (139.302158 35.7231308)"
"カフェレストランカヴァティーナ","POINT (133.470367 34.963693)"
"SEP！ SEP！","POINT (135.7549144 35.0019297)"
"脇町珈琲","POINT (139.4764057 35.6660611)"
"サリュ","POINT (136.194057 36.051082)"
"コメダ珈琲店東池袋一丁目店","POINT (139.715965 35.729199)"
"ウラン堂","POINT (135.3276471 34.7511627)"
"CARIB","POINT (139.79707 35.712917)"
"スターバックス","POINT (139.683159 35.648981)"
"オサルナバナナ","POINT (133.58785 34.540175)"
"壹番館","POINT (139.7197825 35.6820336)"
"Tully's Coffee","POINT (139.59621 35.408787)"
"ドトールコーヒー五反野駅前店","POINT (139.809069 35.76577)"
"sonoda coffee","POINT (131.1730553 34.1831686)"
"スターバックス","POINT (139.762765 35.712061)"
"ドトールコーヒーショップ青物横丁店","POINT (139.742926 35.610198)"
"コーヒーロースト デスモ＠阿佐ヶ谷","POINT (139.6349181 35.7117278)"
"コメダ珈琲上平塚店","POINT (139.324767 35.333411)"
"MORIHICO. 藝術劇場","POINT (141.355612 43.062764)"
"昔ながらの喫茶店友路有日暮里店","POINT (139.771924 35.727762)"
"星乃珈琲店東大和店","POINT (139.415402 35.742447)"
"タリーズコーヒー宇都宮駅東口店","POINT (139.904563 36.559761)"
"Coffee County Fukuoka","POINT (130.4049406 33.5807753)"
"ストロベリーキャンドル","POINT (132.774359 33.826179)"
"coffee shop HONANO","POINT (136.1875266 35.9368286)"
"ドトールコーヒーショップ 希望が丘駅店","POINT (139.514361 35.460384)"
"Blue・Bottle・Coffee","POINT (139.671597 35.64204)"
"EXCELSIOR CAFFE 渋谷マークシティ店","POINT (139.698042 35.657955)"
"エピドルージュ","POINT (134.840849 34.755234)"
"浅草浪花家","POINT (139.792745 35.71484)"
"じゅんじゅん南町店","POINT (137.178769 35.340818)"
"Adachicoffee kurume","POINT (130.5075264 33.325548)"
"支留比亜珈琲店長野伊那店","POINT (137.946122 35.821498)"
"佐惣珈琲豆","POINT (141.137648 38.934361)"
"コーヒー焙煎工房 なごみ","POINT (139.584962 35.587411)"
"珈琲所コメダ珈琲店 イオン明石SC2番街店","POINT (134.9369068 34.6803926)"
"JAM COFFEE","POINT (129.786629 33.110854)"
"Jazz&Coffee  In The Gate","POINT (138.5145334 35.0888534)"
"ケルト","POINT (139.157087 35.251756)"
"星乃珈琲店福山川口店","POINT (133.3885565 34.4720985)"
"銀座コージーコーナー 本厚木ミロード店","POINT (139.363625 35.440032)"
"こつこつ 豆と器","POINT (138.321656 36.692758)"
"丸市珈琲　multi coffee","POINT (139.76224 35.6728288)"
"珈琲館久喜イトーヨーカドー店","POINT (139.674899 36.071095)"
"じゃくう鳥","POINT (140.1437151 35.5738405)"
"Fufucafe","POINT (140.317 35.5167)"
"ひので珈琲","POINT (135.403945 34.5038697)"
"杏","POINT (135.986465 33.726102)"
"自家焙煎珈琲豆の豆香房","POINT (139.7600333 35.6947811)"
"やなか珈琲店2K540店","POINT (139.77403 35.703001)"
"スターバックス コーヒー 海ほたるパーキングエリア店","POINT (139.8743044 35.4643329)"
"茶寮おもだか","POINT (139.504643 35.675279)"
"H's CREAM Expasa談合坂（下り線）店","POINT (139.0638574 35.6322065)"
"サザンクロス","POINT (133.856732 34.315874)"
"コーヒー&ステーキ松","POINT (136.493387 35.36732)"
"スターバックス","POINT (139.532188 35.463549)"
"ニューキャッスル","POINT (139.7692531 35.6726792)"
"PARTAGEumisola 淡路島（パタジェウミソラ）","POINT (135.0050793 34.5568312)"
"吟風赤羽店","POINT (139.724402 35.779296)"
"キテイー珈琲店","POINT (136.892769 35.171298)"
"ぽえむ","POINT (131.327856 33.530708)"
"くーさんの焙煎所","POINT (138.9478469 34.7788967)"
"Hakuba Coffee Stand","POINT (137.8636926 36.6957564)"
"月と群青と珈琲と","POINT (137.893361 36.176024)"
"山下珈琲店","POINT (127.7195165 26.2205562)"
"アクティブビーンズ","POINT (139.1093939 37.8306963)"
"珈琲処ぼん","POINT (135.7565568 34.8627576)"
"コーヒーとお酒 Joyous","POINT (144.3870078 42.9864471)"
"Starbucks","POINT (137.84091 34.74995)"
"ピックス アピタテラス横浜綱島店","POINT (139.6413803 35.542598)"
"BUNT COFFEE","POINT (137.043079 34.947851)"
"匠珈琲恵時尊 なんじゅ","POINT (136.742402 35.430938)"
"珈琲屋らんぷ","POINT (136.837205 35.293015)"
"スターバックス","POINT (137.259874 36.681583)"
"HANDS COFFEE","POINT (136.220554 36.05975)"
"タリーズコーヒー 阪急宝塚店","POINT (135.340031 34.810872)"
"港珈琲井川","POINT (133.23025 35.547498)"
"カフェミル","POINT (135.3942382 33.7389695)"
"Coffee Emerson","POINT (139.2169919 35.7274871)"
"Pizza&Pasta Nocca","POINT (133.766977 34.601911)"
"ポプラ","POINT (138.592265 36.466063)"
"穭 ヒツジ","POINT (127.6855832 26.2169093)"
"六会珈琲","POINT (139.4710815 35.3847947)"
"キノシタショウテン","POINT (134.093845 34.665293)"
"Baron's Coffee & Library","POINT (139.50998 35.7050467)"
"珈琲館上板橋店","POINT (139.676114 35.763222)"
"コメダ珈琲店新三田駅前店","POINT (135.20845 34.91097)"
"Tully's Coffee","POINT (130.563844 33.812057)"
"EARLY BIRD 小豆島の喫茶店","POINT (134.1703606 34.4820805)"
"TEA SHOP 勇三","POINT (143.202455 42.99707)"
"so good coffee&bake","POINT (137.3736847 34.7601697)"
"伽屋","POINT (139.098922 34.970622)"
"マスコット","POINT (138.784098 35.485678)"
"コメダ珈琲店鹿児島国分店","POINT (130.7497719 31.7384786)"
"Blue Bottle Coffee 渋谷カフェ","POINT (139.699522 35.6639555)"
"茶房 ふる里","POINT (135.700305 35.025924)"
"ヒイラギ","POINT (129.865325 32.768859)"
"おかげ庵新開町店","POINT (136.916906 35.123438)"
"さえら","POINT (141.354412 43.060285)"
"喫茶フレンド","POINT (135.3133008 34.2715872)"
"手焙煎珈琲 あさぎ","POINT (136.646404 35.009792)"
"88 Coffee＋Work shop","POINT (135.7776303 34.8065292)"
"コピンヌ","POINT (135.0941321 35.5775218)"
"ティーサロン芦の花","POINT (129.972 33.453228)"
"珈琲所 コメダ珈琲店姫路駅前店","POINT (134.691416 34.829656)"
"あさひ","POINT (135.402898 34.80051)"
"そらしと珈琲","POINT (132.7588573 33.8651306)"
"foret cafe","POINT (134.940575 34.684745)"
"コナズ珈琲守山","POINT (137.021279 35.192107)"
"FLOWER COFFEE","POINT (139.4080739 35.325295)"
"マリアージュフレールジャポン青山店","POINT (139.711351 35.663375)"
"自家焙煎珈琲バーガンディ","POINT (139.4174266 35.6889515)"
"チーズケーキと珈琲　珈琲処「一刻舎」星塚焙煎所","POINT (130.4881897 33.0568398)"
"停車馬","POINT (135.603273 34.21624)"
"倉式珈琲店","POINT (135.960017 35.026463)"
"のらり珈琲店","POINT (133.0334985 36.0060797)"
"ドトールコーヒーショップ 武蔵小山店","POINT (139.705557 35.618947)"
"コーヒースタンド　カンズヒュッテ   Coffee stand CANS Hutte","POINT (132.9479063 33.3885739)"
"ドトールコーヒーショップ戸越銀座店","POINT (139.715145 35.615505)"
"ネルソンコーヒー WORKSHOP","POINT (140.840275 38.293504)"
"珈琲屋らんぷ 磐田店","POINT (137.8585804 34.7379008)"
"珈琲オーダー焙煎 OKI OKI","POINT (135.4146159 34.8289085)"
"コーヒー自家焙煎 Your Coffee","POINT (139.915059 35.823819)"
"笠井珈琲店","POINT (138.387578 34.976443)"
"ドトールコーヒーショップ 成田空港第2ターミナルビル店","POINT (140.386893 35.772881)"
"川珈琲店","POINT (135.5943159 34.4964787)"
"珈琲まめや","POINT (139.569597 35.544608)"
"大黒屋本店","POINT (136.90403 35.170406)"
"茶房こもん","POINT (133.2018427 34.4107124)"
"鳴嶋珈琲","POINT (139.592598 35.726695)"
"モリバコーヒー 池袋二丁目店","POINT (139.7090954 35.732973)"
"ファディ長尾店","POINT (130.3880758 33.5514258)"
"GONZO CAFE&BEANS","POINT (139.5813203 35.7471044)"
"コメダ珈琲店東桜武平通店","POINT (136.910393 35.173073)"
"Quintet","POINT (139.6541691 35.6548728)"
"茶房わらび野","POINT (130.5359893 33.6026221)"
"サラサ","POINT (139.649038 35.863731)"
"カフェ紫陽花","POINT (137.952277 36.1331928)"
"クロスファイブ","POINT (139.7592041 35.7339735)"
"Starbucks","POINT (132.76534 33.81042)"
"BEER AND COFFEE 229","POINT (137.1656076 34.9602434)"
"タリーズコーヒー マークイズみなとみらい店","POINT (139.631809 35.457856)"
"コンパンナ","POINT (133.9381289 34.654854)"
"ブレスコーヒー","POINT (139.770487 35.67615)"
"ドトールコーヒーショップ 広島八丁堀京口門店","POINT (132.463072 34.395574)"
"ドトールコーヒーショップ 円町駅前店","POINT (135.731225 35.018373)"
"Gluck Coffee Spot Suizenji","POINT (130.7287324 32.7943569)"
"星乃珈琲店高崎店","POINT (139.027329 36.337753)"
"CAFÉ de CRIÉ 札幌オーロラタウン店","POINT (141.353577 43.060607)"
"2‐7珈琲の丘","POINT (140.0607976 36.6602871)"
"サイトウコーヒー","POINT (134.158394 34.239338)"
"むさしの森珈琲三鷹牟礼店","POINT (139.586114 35.683077)"
"珈琲倶楽部新和","POINT (139.038789 37.900592)"
"風街亭","POINT (139.930452 37.497823)"
"東御料館","POINT (142.400998 43.728197)"
"Starbucks","POINT (139.46682 35.39611)"
"快活CLUB南津守店","POINT (135.480894 34.627725)"
"ドトールコーヒーショップ","POINT (139.786146 35.888454)"
"Starbucks","POINT (139.71596 35.56245)"
"長屋門珈琲カフェ・ティカル","POINT (131.40894 34.411359)"
"茶房カオル","POINT (135.48486 34.580436)"
"カイドウ珈琲焙煎所","POINT (135.774246 34.861096)"
"メルローズ・アベニュー","POINT (139.693514 35.655895)"
"スズアコーヒー店","POINT (139.1595459 35.2497444)"
"やさい家 咲くゑ","POINT (137.0150161 35.099198)"
"フルサト","POINT (135.8322008 34.5999244)"
"M CRUE CAFE","POINT (127.700138 26.201794)"
"珈琲の樹","POINT (135.32913 34.268809)"
"キドヤ","POINT (139.1787818 36.2426863)"
"リリー","POINT (136.1284 35.022626)"
"GLOWTH COFFEE","POINT (136.6864969 35.4318431)"
"桜珈琲河内長野店","POINT (135.56127 34.454899)"
"来来る","POINT (137.094269 34.80668)"
"よこやま珈琲京都","POINT (135.7813811 34.8972304)"
"タリーズコーヒー 名古屋滝ノ水店","POINT (136.971828 35.08488)"
"チャンプルーコーヒー　石垣島","POINT (124.1570225 24.3409103)"
"くぐり門珈琲店","POINT (132.7468258 34.4296145)"
"スターバックス","POINT (130.494835 33.754347)"
"カルディー","POINT (130.519266 33.312888)"
"ドトールコーヒーショップ","POINT (141.880599 39.271473)"
"さがん","POINT (135.275112 34.365434)"
"KINGLY COFFEE","POINT (135.3629304 34.7660018)"
"ラ・ファリーヌ","POINT (140.647101 35.967668)"
"Starbucks","POINT (140.48175 40.59741)"
"CAFE&RESTO_Cherry","POINT (139.4339706 35.8507733)"
"Beans ラスパ白山店","POINT (136.566547 36.515572)"
"ROASTED COFFEE LABORATORY","POINT (139.7009059 35.6588)"
"珈琲屋らんぷ　掛川店","POINT (137.9778099 34.7845407)"
"&COFFEE MAISON KAYSER 幕張ベイパーク店","POINT (140.048171 35.648458)"
"Starbucks","POINT (136.51791 34.68326)"
"エスポワール","POINT (139.797855 35.67131)"
"OVER TIME","POINT (136.949743 35.165825)"
"ptisserie OLIVE","POINT (134.5586851 34.0828855)"
"上島珈琲店","POINT (138.076072 36.026607)"
"ガラス陶器靖","POINT (135.7742918 33.8369981)"
"LLOYD","POINT (131.6098874 33.2368301)"
"ホッチーノ コーヒー / Hoccino Coffees","POINT (143.2070071 42.9263258)"
"大和珈琲津島店","POINT (136.772828 35.158664)"
"Counterpart Coffee Gallery","POINT (139.6824503 35.689043)"
"AMUCA","POINT (135.7576599 35.0318298)"
"ドトールコーヒーショップ JR加古川駅店","POINT (134.8395653 34.7669187)"
"カーティス・クリーク","POINT (135.43274 34.750862)"
"ミヤマ珈琲草加清門町店","POINT (139.788165 35.851639)"
"ASAHI coffee & public","POINT (138.389858 34.969656)"
"元町珈琲関の離れ","POINT (136.897902 35.489115)"
"カナディアンコーヒーハウス","POINT (134.591079 34.140332)"
"まほろば珈琲店","POINT (133.785772 34.664697)"
"炭火焙煎珈琲＆生パスタbar La Plata","POINT (135.4989587 34.7445257)"
"Cafetales Osaka","POINT (135.5036111 34.6810362)"
"Miyakoshiya Coffee","POINT (141.315684 43.0541094)"
"珈琲 西武","POINT (139.7025963 35.6907191)"
"LIGHT UP COFFEE","POINT (139.5725183 35.7054379)"
"MOSSTREES","POINT (140.711213 41.768572)"
"Tiny Paradise Coffee","POINT (139.8028493 35.6813351)"
"ひまわり","POINT (140.339348 38.251842)"
"自家焙煎珈琲 あぶさんと","POINT (137.1550731 35.0805075)"
"mogura.coffee","POINT (139.6523988 35.1893645)"
"room 720","POINT (139.532744 36.026993)"
"STORY BOX & coffee roaster","POINT (139.4593725 35.4712477)"
"高円寺 スナック＆珈琲 のんの","POINT (139.6471524 35.7051664)"
"カフェ風の音","POINT (138.2476234 36.6604516)"
"SHIROUZU COFFEE","POINT (130.3790897 33.593935)"
"Starbucks Coffee - Yotsukaido Ito Yokado","POINT (140.1655608 35.6675892)"
"Starbucks","POINT (137.1676 35.11795)"
"もり珈琲店幸神店","POINT (130.762433 33.849273)"
"UNMIXed SOFT SERVE ICE CREAM","POINT (141.1792463 42.4529271)"
"オールラウンド","POINT (136.760291 35.407348)"
"Punto e Linea","POINT (135.491576 34.686301)"
"ブルックリン広島","POINT (132.4640833 34.3894858)"
"ビーズコーヒー","POINT (139.74545 35.726978)"
"Cafe de ごはん あらのや珈琲","POINT (139.231044 35.521088)"
"Jazz&Drink Hancock","POINT (130.7120597 33.8867248)"
"メロディハウス","POINT (139.892578 36.561113)"
"ドトールコーヒーショップ","POINT (139.7010406 35.6628374)"
"ごはんと珈琲 alt","POINT (133.195693 34.407547)"
"スターバックス","POINT (138.388306 34.971453)"
"カフェアルル","POINT (139.708239 35.692685)"
"ドトール珈琲農園 ニトリ伏見向島店","POINT (135.779833 34.917492)"
"星乃珈琲店大津真野店","POINT (135.92421 35.134494)"
"スターバックス","POINT (141.470976 42.968868)"
"スターバックス","POINT (139.826055 35.697643)"
"ドトールコーヒーショップ 白楽店","POINT (139.627171 35.489845)"
"喫茶サテラ","POINT (139.706266 35.660721)"
"あるてぃむ","POINT (136.787863 35.502818)"
"珈琲屋らんぷ 北名古屋店","POINT (136.88356 35.24303)"
"ジロー珈琲草加店","POINT (139.7783994 35.8550242)"
"デル コッファ","POINT (139.805475 35.708435)"
"HoBocafe","POINT (140.1485867 35.6359106)"
"コメダ珈琲店桃花台店","POINT (136.977428 35.293557)"
"Tully's Coffee","POINT (139.713356 35.646978)"
"桜珈琲富田林店","POINT (135.570406 34.51074)"
"花曜日","POINT (141.223958 40.603204)"
"caffexcelsior","POINT (139.768825 35.68038)"
"Starbucks","POINT (135.52606 34.79845)"
"ドトールコーヒーショップ 水戸北口駅前店","POINT (140.476917 36.371399)"
"R and R coffee labo","POINT (129.9865189 32.832476)"
"refill","POINT (135.4955037 34.6843645)"
"Double tall coffee Shinjukugyoen -ダブルトールコーヒー新宿御苑","POINT (139.7144537 35.6895718)"
"十条珈琲","POINT (139.7207092 35.7615414)"
"coffeekissa_kameshima","POINT (127.7528994 26.360993)"
"八王子珈琲店","POINT (139.337214 35.657578)"
"Earth Berry Coffee","POINT (132.7399765 34.4247223)"
"喫茶夏草","POINT (135.3458711 34.2319031)"
"磯田園岡崎店","POINT (137.163702 34.958643)"
"ドトールコーヒーショップ エッソ久留米ニュータウン店","POINT (139.502185 35.741165)"
"蕎麦cafe Maruta屋","POINT (135.977666 35.957223)"
"かんぶつとコーヒーのお店 まるに商店","POINT (139.9286964 35.7134797)"
"上高地あずさ珈琲大和高田店","POINT (135.74392 34.527307)"
"マヌコーヒー 春吉店","POINT (130.40617 33.5868259)"
"GRIGHT ROASTERY /　グライトロースタリー","POINT (130.4409528 31.3765944)"
"ナガハマコーヒー 能代店","POINT (140.027832 40.192144)"
"かきの木","POINT (140.89457 38.259525)"
"Ｒカフェ","POINT (135.7420016 34.5083564)"
"西本珈琲","POINT (130.730214 32.801377)"
"ラディッシュ","POINT (131.909971 32.959617)"
"からふね屋珈琲熊野店","POINT (135.778134 35.018163)"
"Aperopivo","POINT (139.7610837 35.6716374)"
"三田ベルジュビル","POINT (139.745246 35.64473)"
"コメダ珈琲店知立堀切店","POINT (137.035894 35.002641)"
"Greenberry's Coffee Japan","POINT (135.34078 34.7277963)"
"THANA COFFEE","POINT (136.891177 35.156917)"
"Macchinesti Coffee","POINT (139.8052418 35.6948288)"
"SCHWARZ WALD","POINT (136.877336 35.408992)"
"横田珈琲","POINT (134.029928 34.70211)"
"アリサ","POINT (135.4980082 34.7064333)"
"折り鶴","POINT (133.92005 34.663728)"
"銀杏や","POINT (135.828469 34.683784)"
